itemId,title,category,distance,duration,nearby_places,url,p_rating,count,latitude,longitude,image_url
767,Chennai Legacy Lane 07,Historic,4.4 Km,30 min,Chennai Central Loop,/tamil-nadu/chennai/chennai-legacy-lane-07,4.7,1403,13.0947,80.2198,https://source.unsplash.com/featured/800x500/?Chennai+Legacy+Lane+07+chennai+Historic+India+travel
768,Chennai Cultural House 08,Museum,4.9 Km,1 hr,Chennai Central Loop,/tamil-nadu/chennai/chennai-cultural-house-08,4.4,1577,13.032,80.3136,https://source.unsplash.com/featured/800x500/?Chennai+Cultural+House+08+chennai+Museum+India+travel
769,Chennai Forest View 09,Nature,5.4 Km,1-2 hrs,Chennai Central Loop,/tamil-nadu/chennai/chennai-forest-view-09,4.6,1247,13.129,80.3144,https://source.unsplash.com/featured/800x500/?Chennai+Forest+View+09+chennai+Nature+India+travel
770,Chennai Scenic Point 10,Scenic,6.2 Km,2-3 hrs,Chennai Central Loop,/tamil-nadu/chennai/chennai-scenic-point-10,4.6,1116,13.0619,80.3084,https://source.unsplash.com/featured/800x500/?Chennai+Scenic+Point+10+chennai+Scenic+India+travel
771,Chennai Zipline Zone 11,Adventure,6.6 Km,Half day,Chennai Central Loop,/tamil-nadu/chennai/chennai-zipline-zone-11,4.7,1224,13.0425,80.3229,https://source.unsplash.com/featured/800x500/?Chennai+Zipline+Zone+11+chennai+Adventure+India+travel
772,Chennai Sun Sand Bay 12,Beach,7.0 Km,30 min,Chennai Central Loop,/tamil-nadu/chennai/chennai-sun-sand-bay-12,4.7,1529,13.1079,80.2822,https://source.unsplash.com/featured/800x500/?Chennai+Sun+Sand+Bay+12+chennai+Beach+India+travel
773,Chennai Eco Trail 13,Wildlife,7.9 Km,1 hr,Chennai Central Loop,/tamil-nadu/chennai/chennai-eco-trail-13,4.8,1774,13.1092,80.2992,https://source.unsplash.com/featured/800x500/?Chennai+Eco+Trail+13+chennai+Wildlife+India+travel
774,Chennai Temple Circuit 14,Spiritual,8.4 Km,1-2 hrs,Chennai Central Loop,/tamil-nadu/chennai/chennai-temple-circuit-14,4.7,1815,13.1148,80.2229,https://source.unsplash.com/featured/800x500/?Chennai+Temple+Circuit+14+chennai+Spiritual+India+travel
775,Chennai Leisure Garden 15,Family,8.7 Km,2-3 hrs,Chennai Central Loop,/tamil-nadu/chennai/chennai-leisure-garden-15,4.6,883,13.1244,80.2189,https://source.unsplash.com/featured/800x500/?Chennai+Leisure+Garden+15+chennai+Family+India+travel
776,Chennai Craft Lane 16,Shopping,9.6 Km,Half day,Chennai Central Loop,/tamil-nadu/chennai/chennai-craft-lane-16,4.6,1349,13.0551,80.2659,https://source.unsplash.com/featured/800x500/?Chennai+Craft+Lane+16+chennai+Shopping+India+travel
777,Chennai Market Bites 17,Food,9.9 Km,30 min,Chennai Central Loop,/tamil-nadu/chennai/chennai-market-bites-17,4.7,873,13.0682,80.2668,https://source.unsplash.com/featured/800x500/?Chennai+Market+Bites+17+chennai+Food+India+travel
778,Chennai Heritage Trail 18,Heritage,0.6 km,1 hr,Chennai Central Loop,/tamil-nadu/chennai/chennai-heritage-trail-18,4.8,1805,13.0543,80.2695,https://source.unsplash.com/featured/800x500/?Chennai+Heritage+Trail+18+chennai+Heritage+India+travel
779,Chennai Legacy Lane 19,Historic,1.0 Km,1-2 hrs,Chennai Central Loop,/tamil-nadu/chennai/chennai-legacy-lane-19,4.8,1042,13.0923,80.2542,https://source.unsplash.com/featured/800x500/?Chennai+Legacy+Lane+19+chennai+Historic+India+travel
780,Chennai Cultural House 20,Museum,1.6 Km,2-3 hrs,Chennai Central Loop,/tamil-nadu/chennai/chennai-cultural-house-20,4.8,1318,13.0591,80.2582,https://source.unsplash.com/featured/800x500/?Chennai+Cultural+House+20+chennai+Museum+India+travel
781,Chennai Forest View 21,Nature,2.3 Km,Half day,Chennai Central Loop,/tamil-nadu/chennai/chennai-forest-view-21,4.7,1741,13.122,80.2869,https://source.unsplash.com/featured/800x500/?Chennai+Forest+View+21+chennai+Nature+India+travel
782,Chennai Scenic Point 22,Scenic,3.0 Km,30 min,Chennai Central Loop,/tamil-nadu/chennai/chennai-scenic-point-22,4.5,1896,13.0842,80.3108,https://source.unsplash.com/featured/800x500/?Chennai+Scenic+Point+22+chennai+Scenic+India+travel
783,Chennai Zipline Zone 23,Adventure,3.4 Km,1 hr,Chennai Central Loop,/tamil-nadu/chennai/chennai-zipline-zone-23,4.4,1465,13.128,80.2869,https://source.unsplash.com/featured/800x500/?Chennai+Zipline+Zone+23+chennai+Adventure+India+travel
784,Chennai Sun Sand Bay 24,Beach,4.0 Km,1-2 hrs,Chennai Central Loop,/tamil-nadu/chennai/chennai-sun-sand-bay-24,4.7,1535,13.0946,80.3194,https://source.unsplash.com/featured/800x500/?Chennai+Sun+Sand+Bay+24+chennai+Beach+India+travel
785,Chennai Eco Trail 25,Wildlife,4.4 Km,2-3 hrs,Chennai Central Loop,/tamil-nadu/chennai/chennai-eco-trail-25,4.5,1950,13.0743,80.2571,https://source.unsplash.com/featured/800x500/?Chennai+Eco+Trail+25+chennai+Wildlife+India+travel
786,Chennai Temple Circuit 26,Spiritual,5.0 Km,Half day,Chennai Central Loop,/tamil-nadu/chennai/chennai-temple-circuit-26,4.7,1033,13.0609,80.273,https://source.unsplash.com/featured/800x500/?Chennai+Temple+Circuit+26+chennai+Spiritual+India+travel
787,Chennai Leisure Garden 27,Family,5.7 Km,30 min,Chennai Central Loop,/tamil-nadu/chennai/chennai-leisure-garden-27,4.7,1619,13.084,80.2886,https://source.unsplash.com/featured/800x500/?Chennai+Leisure+Garden+27+chennai+Family+India+travel
788,Chennai Craft Lane 28,Shopping,5.9 Km,1 hr,Chennai Central Loop,/tamil-nadu/chennai/chennai-craft-lane-28,5.0,1729,13.0605,80.2276,https://source.unsplash.com/featured/800x500/?Chennai+Craft+Lane+28+chennai+Shopping+India+travel
789,Chennai Market Bites 29,Food,6.7 Km,1-2 hrs,Chennai Central Loop,/tamil-nadu/chennai/chennai-market-bites-29,4.6,1698,13.1225,80.2444,https://source.unsplash.com/featured/800x500/?Chennai+Market+Bites+29+chennai+Food+India+travel
790,Chennai Heritage Trail 30,Heritage,7.1 Km,2-3 hrs,Chennai Central Loop,/tamil-nadu/chennai/chennai-heritage-trail-30,4.4,1937,13.0484,80.2726,https://source.unsplash.com/featured/800x500/?Chennai+Heritage+Trail+30+chennai+Heritage+India+travel
791,Chennai Legacy Lane 31,Historic,7.8 Km,Half day,Chennai Central Loop,/tamil-nadu/chennai/chennai-legacy-lane-31,4.6,1738,13.1004,80.2906,https://source.unsplash.com/featured/800x500/?Chennai+Legacy+Lane+31+chennai+Historic+India+travel
792,Chennai Cultural House 32,Museum,8.3 Km,30 min,Chennai Central Loop,/tamil-nadu/chennai/chennai-cultural-house-32,4.5,2327,13.0562,80.2617,https://source.unsplash.com/featured/800x500/?Chennai+Cultural+House+32+chennai+Museum+India+travel
793,Chennai Forest View 33,Nature,8.9 Km,1 hr,Chennai Central Loop,/tamil-nadu/chennai/chennai-forest-view-33,4.7,2153,13.1175,80.2534,https://source.unsplash.com/featured/800x500/?Chennai+Forest+View+33+chennai+Nature+India+travel
794,Chennai Scenic Point 34,Scenic,9.4 Km,1-2 hrs,Chennai Central Loop,/tamil-nadu/chennai/chennai-scenic-point-34,4.9,2345,13.1274,80.2896,https://source.unsplash.com/featured/800x500/?Chennai+Scenic+Point+34+chennai+Scenic+India+travel
795,Chennai Zipline Zone 35,Adventure,9.8 Km,2-3 hrs,Chennai Central Loop,/tamil-nadu/chennai/chennai-zipline-zone-35,4.7,2369,13.0476,80.2264,https://source.unsplash.com/featured/800x500/?Chennai+Zipline+Zone+35+chennai+Adventure+India+travel
796,Chennai Sun Sand Bay 36,Beach,0.7 km,Half day,Chennai Central Loop,/tamil-nadu/chennai/chennai-sun-sand-bay-36,4.4,1430,13.1116,80.2358,https://source.unsplash.com/featured/800x500/?Chennai+Sun+Sand+Bay+36+chennai+Beach+India+travel
797,Chennai Eco Trail 37,Wildlife,1.3 Km,30 min,Chennai Central Loop,/tamil-nadu/chennai/chennai-eco-trail-37,4.5,1949,13.0521,80.2403,https://source.unsplash.com/featured/800x500/?Chennai+Eco+Trail+37+chennai+Wildlife+India+travel
798,Chennai Temple Circuit 38,Spiritual,1.7 Km,1 hr,Chennai Central Loop,/tamil-nadu/chennai/chennai-temple-circuit-38,4.4,1403,13.0686,80.2801,https://source.unsplash.com/featured/800x500/?Chennai+Temple+Circuit+38+chennai+Spiritual+India+travel
799,Chennai Leisure Garden 39,Family,2.4 Km,1-2 hrs,Chennai Central Loop,/tamil-nadu/chennai/chennai-leisure-garden-39,4.5,1715,13.123,80.2799,https://source.unsplash.com/featured/800x500/?Chennai+Leisure+Garden+39+chennai+Family+India+travel
800,Chennai Craft Lane 40,Shopping,2.8 Km,2-3 hrs,Chennai Central Loop,/tamil-nadu/chennai/chennai-craft-lane-40,4.6,1450,13.0828,80.3111,https://source.unsplash.com/featured/800x500/?Chennai+Craft+Lane+40+chennai+Shopping+India+travel
801,Pondicherry Temple Circuit 01,Spiritual,1.9 Km,30 min,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-temple-circuit-01,3.9,1626,11.9824,79.7699,https://source.unsplash.com/featured/800x500/?Pondicherry+Temple+Circuit+01+pondicherry+Spiritual+India+travel
802,Pondicherry Leisure Garden 02,Family,2.1 Km,1 hr,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-leisure-garden-02,4.2,852,11.9848,79.8618,https://source.unsplash.com/featured/800x500/?Pondicherry+Leisure+Garden+02+pondicherry+Family+India+travel
803,Pondicherry Craft Lane 03,Shopping,2.9 Km,1-2 hrs,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-craft-lane-03,4.0,624,11.9723,79.8069,https://source.unsplash.com/featured/800x500/?Pondicherry+Craft+Lane+03+pondicherry+Shopping+India+travel
804,Pondicherry Market Bites 04,Food,3.5 Km,2-3 hrs,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-market-bites-04,4.0,853,11.8871,79.7834,https://source.unsplash.com/featured/800x500/?Pondicherry+Market+Bites+04+pondicherry+Food+India+travel
805,Pondicherry Heritage Trail 05,Heritage,3.7 Km,Half day,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-heritage-trail-05,4.2,1431,11.9405,79.8373,https://source.unsplash.com/featured/800x500/?Pondicherry+Heritage+Trail+05+pondicherry+Heritage+India+travel
806,Pondicherry Legacy Lane 06,Historic,4.4 Km,30 min,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-legacy-lane-06,4.1,983,11.931,79.8595,https://source.unsplash.com/featured/800x500/?Pondicherry+Legacy+Lane+06+pondicherry+Historic+India+travel
807,Pondicherry Cultural House 07,Museum,5.2 Km,1 hr,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-cultural-house-07,4.4,1685,11.967,79.8578,https://source.unsplash.com/featured/800x500/?Pondicherry+Cultural+House+07+pondicherry+Museum+India+travel
808,Pondicherry Forest View 08,Nature,5.6 Km,1-2 hrs,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-forest-view-08,3.9,1326,11.9076,79.8277,https://source.unsplash.com/featured/800x500/?Pondicherry+Forest+View+08+pondicherry+Nature+India+travel
809,Pondicherry Scenic Point 09,Scenic,6.1 Km,2-3 hrs,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-scenic-point-09,4.0,777,11.9209,79.7646,https://source.unsplash.com/featured/800x500/?Pondicherry+Scenic+Point+09+pondicherry+Scenic+India+travel
810,Pondicherry Zipline Zone 10,Adventure,6.6 Km,Half day,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-zipline-zone-10,4.2,1740,11.9772,79.7861,https://source.unsplash.com/featured/800x500/?Pondicherry+Zipline+Zone+10+pondicherry+Adventure+India+travel
811,Pondicherry Sun Sand Bay 11,Beach,7.4 Km,30 min,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-sun-sand-bay-11,4.1,1693,11.9238,79.851,https://source.unsplash.com/featured/800x500/?Pondicherry+Sun+Sand+Bay+11+pondicherry+Beach+India+travel
812,Pondicherry Eco Trail 12,Wildlife,7.9 Km,1 hr,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-eco-trail-12,4.4,1539,11.9261,79.774,https://source.unsplash.com/featured/800x500/?Pondicherry+Eco+Trail+12+pondicherry+Wildlife+India+travel
813,Pondicherry Temple Circuit 13,Spiritual,8.5 Km,1-2 hrs,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-temple-circuit-13,4.1,780,11.8887,79.778,https://source.unsplash.com/featured/800x500/?Pondicherry+Temple+Circuit+13+pondicherry+Spiritual+India+travel
814,Pondicherry Leisure Garden 14,Family,8.8 Km,2-3 hrs,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-leisure-garden-14,4.4,835,11.9515,79.7719,https://source.unsplash.com/featured/800x500/?Pondicherry+Leisure+Garden+14+pondicherry+Family+India+travel
815,Pondicherry Craft Lane 15,Shopping,9.5 Km,Half day,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-craft-lane-15,4.0,880,11.9279,79.8237,https://source.unsplash.com/featured/800x500/?Pondicherry+Craft+Lane+15+pondicherry+Shopping+India+travel
816,Pondicherry Market Bites 16,Food,9.8 Km,30 min,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-market-bites-16,4.1,1658,11.9594,79.8252,https://source.unsplash.com/featured/800x500/?Pondicherry+Market+Bites+16+pondicherry+Food+India+travel
817,Pondicherry Heritage Trail 17,Heritage,0.5 km,1 hr,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-heritage-trail-17,4.2,1248,11.9355,79.7669,https://source.unsplash.com/featured/800x500/?Pondicherry+Heritage+Trail+17+pondicherry+Heritage+India+travel
818,Pondicherry Legacy Lane 18,Historic,1.1 Km,1-2 hrs,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-legacy-lane-18,4.2,1916,11.9631,79.8226,https://source.unsplash.com/featured/800x500/?Pondicherry+Legacy+Lane+18+pondicherry+Historic+India+travel
819,Pondicherry Cultural House 19,Museum,1.6 Km,2-3 hrs,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-cultural-house-19,4.3,1088,11.9163,79.8199,https://source.unsplash.com/featured/800x500/?Pondicherry+Cultural+House+19+pondicherry+Museum+India+travel
820,Pondicherry Forest View 20,Nature,2.2 Km,Half day,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-forest-view-20,4.4,1916,11.9429,79.8212,https://source.unsplash.com/featured/800x500/?Pondicherry+Forest+View+20+pondicherry+Nature+India+travel
821,Pondicherry Scenic Point 21,Scenic,2.7 Km,30 min,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-scenic-point-21,4.3,1333,11.9085,79.7753,https://source.unsplash.com/featured/800x500/?Pondicherry+Scenic+Point+21+pondicherry+Scenic+India+travel
822,Pondicherry Zipline Zone 22,Adventure,3.2 Km,1 hr,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-zipline-zone-22,4.0,1368,11.926,79.7984,https://source.unsplash.com/featured/800x500/?Pondicherry+Zipline+Zone+22+pondicherry+Adventure+India+travel
823,Pondicherry Sun Sand Bay 23,Beach,3.8 Km,1-2 hrs,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-sun-sand-bay-23,3.9,1148,11.9623,79.8062,https://source.unsplash.com/featured/800x500/?Pondicherry+Sun+Sand+Bay+23+pondicherry+Beach+India+travel
824,Pondicherry Eco Trail 24,Wildlife,4.5 Km,2-3 hrs,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-eco-trail-24,4.0,1173,11.9864,79.8452,https://source.unsplash.com/featured/800x500/?Pondicherry+Eco+Trail+24+pondicherry+Wildlife+India+travel
825,Pondicherry Temple Circuit 25,Spiritual,5.1 Km,Half day,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-temple-circuit-25,4.3,1485,11.9723,79.7616,https://source.unsplash.com/featured/800x500/?Pondicherry+Temple+Circuit+25+pondicherry+Spiritual+India+travel
826,Pondicherry Leisure Garden 26,Family,5.5 Km,30 min,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-leisure-garden-26,4.0,1392,11.9368,79.8608,https://source.unsplash.com/featured/800x500/?Pondicherry+Leisure+Garden+26+pondicherry+Family+India+travel
827,Pondicherry Craft Lane 27,Shopping,6.0 Km,1 hr,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-craft-lane-27,4.3,1930,11.9828,79.847,https://source.unsplash.com/featured/800x500/?Pondicherry+Craft+Lane+27+pondicherry+Shopping+India+travel
828,Pondicherry Market Bites 28,Food,6.8 Km,1-2 hrs,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-market-bites-28,4.1,1364,11.9678,79.7637,https://source.unsplash.com/featured/800x500/?Pondicherry+Market+Bites+28+pondicherry+Food+India+travel
829,Pondicherry Heritage Trail 29,Heritage,7.1 Km,2-3 hrs,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-heritage-trail-29,4.0,1653,11.9596,79.7721,https://source.unsplash.com/featured/800x500/?Pondicherry+Heritage+Trail+29+pondicherry+Heritage+India+travel
830,Pondicherry Legacy Lane 30,Historic,7.9 Km,Half day,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-legacy-lane-30,3.9,1947,11.9832,79.7635,https://source.unsplash.com/featured/800x500/?Pondicherry+Legacy+Lane+30+pondicherry+Historic+India+travel
831,Pondicherry Cultural House 31,Museum,8.4 Km,30 min,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-cultural-house-31,4.2,2129,11.9306,79.8035,https://source.unsplash.com/featured/800x500/?Pondicherry+Cultural+House+31+pondicherry+Museum+India+travel
832,Pondicherry Forest View 32,Nature,9.0 Km,1 hr,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-forest-view-32,4.0,1293,11.9746,79.8247,https://source.unsplash.com/featured/800x500/?Pondicherry+Forest+View+32+pondicherry+Nature+India+travel
833,Pondicherry Scenic Point 33,Scenic,9.2 Km,1-2 hrs,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-scenic-point-33,4.3,2184,11.9946,79.8462,https://source.unsplash.com/featured/800x500/?Pondicherry+Scenic+Point+33+pondicherry+Scenic+India+travel
834,Pondicherry Zipline Zone 34,Adventure,9.8 Km,2-3 hrs,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-zipline-zone-34,4.2,1953,11.9748,79.8279,https://source.unsplash.com/featured/800x500/?Pondicherry+Zipline+Zone+34+pondicherry+Adventure+India+travel
835,Pondicherry Sun Sand Bay 35,Beach,0.8 km,Half day,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-sun-sand-bay-35,4.4,1509,11.9538,79.8482,https://source.unsplash.com/featured/800x500/?Pondicherry+Sun+Sand+Bay+35+pondicherry+Beach+India+travel
836,Pondicherry Eco Trail 36,Wildlife,1.3 Km,30 min,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-eco-trail-36,4.0,1394,11.9397,79.807,https://source.unsplash.com/featured/800x500/?Pondicherry+Eco+Trail+36+pondicherry+Wildlife+India+travel
837,Pondicherry Temple Circuit 37,Spiritual,1.8 Km,1 hr,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-temple-circuit-37,4.1,2468,11.9154,79.7879,https://source.unsplash.com/featured/800x500/?Pondicherry+Temple+Circuit+37+pondicherry+Spiritual+India+travel
838,Pondicherry Leisure Garden 38,Family,2.4 Km,1-2 hrs,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-leisure-garden-38,4.2,2374,11.9662,79.7779,https://source.unsplash.com/featured/800x500/?Pondicherry+Leisure+Garden+38+pondicherry+Family+India+travel
839,Pondicherry Craft Lane 39,Shopping,2.6 Km,2-3 hrs,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-craft-lane-39,4.2,1843,11.9441,79.8304,https://source.unsplash.com/featured/800x500/?Pondicherry+Craft+Lane+39+pondicherry+Shopping+India+travel
840,Pondicherry Market Bites 40,Food,3.4 Km,Half day,Pondicherry Central Loop,/puducherry/pondicherry/pondicherry-market-bites-40,4.1,2500,11.9396,79.8263,https://source.unsplash.com/featured/800x500/?Pondicherry+Market+Bites+40+pondicherry+Food+India+travel
841,Leh Leisure Garden 01,Family,2.1 Km,1 hr,Leh Central Loop,/ladakh/leh/leh-leisure-garden-01,4.3,1512,34.1957,77.5895,https://source.unsplash.com/featured/800x500/?Leh+Leisure+Garden+01+leh+Family+India+travel
842,Leh Craft Lane 02,Shopping,2.9 Km,1-2 hrs,Leh Central Loop,/ladakh/leh/leh-craft-lane-02,4.0,1506,34.191,77.6158,https://source.unsplash.com/featured/800x500/?Leh+Craft+Lane+02+leh+Shopping+India+travel
843,Leh Market Bites 03,Food,3.3 Km,2-3 hrs,Leh Central Loop,/ladakh/leh/leh-market-bites-03,4.2,1650,34.1329,77.5585,https://source.unsplash.com/featured/800x500/?Leh+Market+Bites+03+leh+Food+India+travel
844,Leh Heritage Trail 04,Heritage,3.8 Km,Half day,Leh Central Loop,/ladakh/leh/leh-heritage-trail-04,4.3,1719,34.1684,77.5665,https://source.unsplash.com/featured/800x500/?Leh+Heritage+Trail+04+leh+Heritage+India+travel
845,Leh Legacy Lane 05,Historic,4.4 Km,30 min,Leh Central Loop,/ladakh/leh/leh-legacy-lane-05,4.2,1587,34.1469,77.6163,https://source.unsplash.com/featured/800x500/?Leh+Legacy+Lane+05+leh+Historic+India+travel
846,Leh Cultural House 06,Museum,5.0 Km,1 hr,Leh Central Loop,/ladakh/leh/leh-cultural-house-06,4.2,1716,34.1796,77.5241,https://source.unsplash.com/featured/800x500/?Leh+Cultural+House+06+leh+Museum+India+travel
847,Leh Forest View 07,Nature,5.6 Km,1-2 hrs,Leh Central Loop,/ladakh/leh/leh-forest-view-07,4.5,1238,34.0976,77.5321,https://source.unsplash.com/featured/800x500/?Leh+Forest+View+07+leh+Nature+India+travel
848,Leh Scenic Point 08,Scenic,6.2 Km,2-3 hrs,Leh Central Loop,/ladakh/leh/leh-scenic-point-08,4.1,1336,34.1955,77.584,https://source.unsplash.com/featured/800x500/?Leh+Scenic+Point+08+leh+Scenic+India+travel
849,Leh Zipline Zone 09,Adventure,6.5 Km,Half day,Leh Central Loop,/ladakh/leh/leh-zipline-zone-09,4.2,1808,34.1376,77.5281,https://source.unsplash.com/featured/800x500/?Leh+Zipline+Zone+09+leh+Adventure+India+travel
850,Leh Sun Sand Bay 10,Beach,7.3 Km,30 min,Leh Central Loop,/ladakh/leh/leh-sun-sand-bay-10,4.2,1610,34.182,77.5881,https://source.unsplash.com/featured/800x500/?Leh+Sun+Sand+Bay+10+leh+Beach+India+travel
851,Leh Eco Trail 11,Wildlife,7.6 Km,1 hr,Leh Central Loop,/ladakh/leh/leh-eco-trail-11,4.2,1304,34.1101,77.6056,https://source.unsplash.com/featured/800x500/?Leh+Eco+Trail+11+leh+Wildlife+India+travel
852,Leh Temple Circuit 12,Spiritual,8.1 Km,1-2 hrs,Leh Central Loop,/ladakh/leh/leh-temple-circuit-12,4.5,1738,34.1578,77.5632,https://source.unsplash.com/featured/800x500/?Leh+Temple+Circuit+12+leh+Spiritual+India+travel
853,Leh Leisure Garden 13,Family,8.9 Km,2-3 hrs,Leh Central Loop,/ladakh/leh/leh-leisure-garden-13,4.2,1154,34.113,77.601,https://source.unsplash.com/featured/800x500/?Leh+Leisure+Garden+13+leh+Family+India+travel
854,Leh Craft Lane 14,Shopping,9.4 Km,Half day,Leh Central Loop,/ladakh/leh/leh-craft-lane-14,4.4,1166,34.1182,77.6244,https://source.unsplash.com/featured/800x500/?Leh+Craft+Lane+14+leh+Shopping+India+travel
855,Leh Market Bites 15,Food,9.9 Km,30 min,Leh Central Loop,/ladakh/leh/leh-market-bites-15,4.3,1051,34.1764,77.534,https://source.unsplash.com/featured/800x500/?Leh+Market+Bites+15+leh+Food+India+travel
856,Leh Heritage Trail 16,Heritage,0.7 km,1 hr,Leh Central Loop,/ladakh/leh/leh-heritage-trail-16,4.3,1097,34.1825,77.5717,https://source.unsplash.com/featured/800x500/?Leh+Heritage+Trail+16+leh+Heritage+India+travel
857,Leh Legacy Lane 17,Historic,1.2 Km,1-2 hrs,Leh Central Loop,/ladakh/leh/leh-legacy-lane-17,4.2,1731,34.2036,77.5226,https://source.unsplash.com/featured/800x500/?Leh+Legacy+Lane+17+leh+Historic+India+travel
858,Leh Cultural House 18,Museum,1.7 Km,2-3 hrs,Leh Central Loop,/ladakh/leh/leh-cultural-house-18,4.4,1230,34.1899,77.5752,https://source.unsplash.com/featured/800x500/?Leh+Cultural+House+18+leh+Museum+India+travel
859,Leh Forest View 19,Nature,2.4 Km,Half day,Leh Central Loop,/ladakh/leh/leh-forest-view-19,4.2,1550,34.1737,77.5412,https://source.unsplash.com/featured/800x500/?Leh+Forest+View+19+leh+Nature+India+travel
860,Leh Scenic Point 20,Scenic,3.0 Km,30 min,Leh Central Loop,/ladakh/leh/leh-scenic-point-20,4.5,1422,34.1531,77.5644,https://source.unsplash.com/featured/800x500/?Leh+Scenic+Point+20+leh+Scenic+India+travel
861,Leh Zipline Zone 21,Adventure,3.5 Km,1 hr,Leh Central Loop,/ladakh/leh/leh-zipline-zone-21,4.4,1210,34.1277,77.6281,https://source.unsplash.com/featured/800x500/?Leh+Zipline+Zone+21+leh+Adventure+India+travel
862,Leh Sun Sand Bay 22,Beach,4.1 Km,1-2 hrs,Leh Central Loop,/ladakh/leh/leh-sun-sand-bay-22,4.1,2081,34.1128,77.5884,https://source.unsplash.com/featured/800x500/?Leh+Sun+Sand+Bay+22+leh+Beach+India+travel
863,Leh Eco Trail 23,Wildlife,4.6 Km,2-3 hrs,Leh Central Loop,/ladakh/leh/leh-eco-trail-23,4.2,1394,34.1923,77.6004,https://source.unsplash.com/featured/800x500/?Leh+Eco+Trail+23+leh+Wildlife+India+travel
864,Leh Temple Circuit 24,Spiritual,5.1 Km,Half day,Leh Central Loop,/ladakh/leh/leh-temple-circuit-24,4.4,1277,34.1207,77.6007,https://source.unsplash.com/featured/800x500/?Leh+Temple+Circuit+24+leh+Spiritual+India+travel
865,Leh Leisure Garden 25,Family,5.7 Km,30 min,Leh Central Loop,/ladakh/leh/leh-leisure-garden-25,4.3,1689,34.2055,77.5936,https://source.unsplash.com/featured/800x500/?Leh+Leisure+Garden+25+leh+Family+India+travel
866,Leh Craft Lane 26,Shopping,6.1 Km,1 hr,Leh Central Loop,/ladakh/leh/leh-craft-lane-26,4.3,1906,34.1757,77.6058,https://source.unsplash.com/featured/800x500/?Leh+Craft+Lane+26+leh+Shopping+India+travel
867,Leh Market Bites 27,Food,6.7 Km,1-2 hrs,Leh Central Loop,/ladakh/leh/leh-market-bites-27,4.5,1940,34.1718,77.6204,https://source.unsplash.com/featured/800x500/?Leh+Market+Bites+27+leh+Food+India+travel
868,Leh Heritage Trail 28,Heritage,7.0 Km,2-3 hrs,Leh Central Loop,/ladakh/leh/leh-heritage-trail-28,4.3,1213,34.1865,77.5796,https://source.unsplash.com/featured/800x500/?Leh+Heritage+Trail+28+leh+Heritage+India+travel
869,Leh Legacy Lane 29,Historic,7.6 Km,Half day,Leh Central Loop,/ladakh/leh/leh-legacy-lane-29,4.0,1634,34.1196,77.6046,https://source.unsplash.com/featured/800x500/?Leh+Legacy+Lane+29+leh+Historic+India+travel
870,Leh Cultural House 30,Museum,8.4 Km,30 min,Leh Central Loop,/ladakh/leh/leh-cultural-house-30,4.1,2252,34.1137,77.5289,https://source.unsplash.com/featured/800x500/?Leh+Cultural+House+30+leh+Museum+India+travel
